keyword,ISO_YEAR,ISO_WEEK,trend_value
curenje nosa,2019,16,0.0
curenje nosa,2019,17,64.60606060606061
curenje nosa,2019,18,0.0
curenje nosa,2019,19,0.0
curenje nosa,2019,20,62.121212121212125
curenje nosa,2019,21,0.0
curenje nosa,2019,22,54.666666666666664
curenje nosa,2019,23,0.0
curenje nosa,2019,24,57.15151515151515
curenje nosa,2019,25,0.0
curenje nosa,2019,26,0.0
curenje nosa,2019,27,0.0
curenje nosa,2019,28,0.0
curenje nosa,2019,29,0.0
curenje nosa,2019,30,0.0
curenje nosa,2019,31,0.0
curenje nosa,2019,32,69.57575757575758
curenje nosa,2019,33,0.0
curenje nosa,2019,34,72.06060606060606
curenje nosa,2019,35,64.60606060606061
curenje nosa,2019,36,0.0
curenje nosa,2019,37,0.0
curenje nosa,2019,38,0.0
curenje nosa,2019,39,0.0
curenje nosa,2019,40,59.63636363636364
curenje nosa,2019,41,52.18181818181818
curenje nosa,2019,42,0.0
curenje nosa,2019,43,0.0
curenje nosa,2019,44,0.0
curenje nosa,2019,45,0.0
curenje nosa,2019,46,0.0
curenje nosa,2019,47,0.0
curenje nosa,2019,48,0.0
curenje nosa,2019,49,0.0
curenje nosa,2019,50,47.21212121212121
curenje nosa,2019,51,47.21212121212121
curenje nosa,2019,52,82.0
curenje nosa,2020,1,57.15151515151515
curenje nosa,2020,2,42.24242424242424
curenje nosa,2020,3,49.696969696969695
curenje nosa,2020,4,74.54545454545455
curenje nosa,2020,5,77.03030303030303
curenje nosa,2020,6,47.21212121212121
curenje nosa,2020,7,47.21212121212121
curenje nosa,2020,8,49.696969696969695
curenje nosa,2020,9,52.18181818181818
curenje nosa,2020,10,151.57575757575756
curenje nosa,2020,11,248.4848484848485
curenje nosa,2020,12,124.24242424242425
curenje nosa,2020,13,89.45454545454545
curenje nosa,2020,14,82.0
curenje nosa,2020,15,49.696969696969695
curenje nosa,2020,16,0.0
curenje nosa,2020,17,64.60606060606061
curenje nosa,2020,18,0.0
curenje nosa,2020,19,0.0
curenje nosa,2020,20,0.0
curenje nosa,2020,21,0.0
curenje nosa,2020,22,0.0
curenje nosa,2020,23,0.0
curenje nosa,2020,24,0.0
curenje nosa,2020,25,64.60606060606061
curenje nosa,2020,26,82.0
curenje nosa,2020,27,126.72727272727273
curenje nosa,2020,28,104.36363636363636
curenje nosa,2020,29,91.93939393939394
curenje nosa,2020,30,0.0
curenje nosa,2020,31,52.18181818181818
curenje nosa,2020,32,0.0
curenje nosa,2020,33,0.0
curenje nosa,2020,34,57.15151515151515
curenje nosa,2020,35,89.45454545454545
curenje nosa,2020,36,121.75757575757576
curenje nosa,2020,37,121.75757575757576
curenje nosa,2020,38,114.3030303030303
curenje nosa,2020,39,69.57575757575758
curenje nosa,2020,40,0.0
curenje nosa,2020,41,69.57575757575758
curenje nosa,2020,42,94.42424242424242
curenje nosa,2020,43,89.45454545454545
curenje nosa,2020,44,0.0
curenje nosa,2020,45,116.78787878787878
curenje nosa,2020,46,96.9090909090909
curenje nosa,2020,47,74.54545454545455
curenje nosa,2020,48,89.45454545454545
curenje nosa,2020,49,69.57575757575758
curenje nosa,2020,50,77.03030303030303
curenje nosa,2020,51,67.0909090909091
curenje nosa,2020,52,54.666666666666664
curenje nosa,2020,53,64.68098066088015
curenje nosa,2021,1,64.68098066088015
curenje nosa,2021,2,53.361809045226124
curenje nosa,2021,3,63.06395614435815
curenje nosa,2021,4,0.0
curenje nosa,2021,5,64.68098066088015
curenje nosa,2021,6,118.04278970610628
curenje nosa,2021,7,74.38312776001217
curenje nosa,2021,8,106.72361809045225
curenje nosa,2021,9,111.57469164001827
curenje nosa,2021,10,51.74478452870412
curenje nosa,2021,11,92.17039744175422
curenje nosa,2021,12,64.68098066088015
curenje nosa,2021,13,51.74478452870412
curenje nosa,2021,14,92.17039744175422
curenje nosa,2021,15,69.53205421044616
curenje nosa,2021,16,82.4682503426222
curenje nosa,2021,17,56.59585807827013
curenje nosa,2021,18,45.276686462616105
curenje nosa,2021,19,46.89371097913811
curenje nosa,2021,20,80.85122582610019
curenje nosa,2021,21,63.06395614435815
curenje nosa,2021,22,0.0
curenje nosa,2021,23,90.55337292523221
curenje nosa,2021,24,0.0
curenje nosa,2021,25,72.76610324349018
curenje nosa,2021,26,69.53205421044616
curenje nosa,2021,27,54.97883356174813
curenje nosa,2021,28,0.0
curenje nosa,2021,29,80.85122582610019
curenje nosa,2021,30,0.0
curenje nosa,2021,31,87.31932389218821
curenje nosa,2021,32,116.42576518958428
curenje nosa,2021,33,122.89386325567229
curenje nosa,2021,34,109.95766712349626
curenje nosa,2021,35,135.83005938784834
curenje nosa,2021,36,161.70245165220038
curenje nosa,2021,37,103.48956905740825
curenje nosa,2021,38,127.74493680523831
curenje nosa,2021,39,118.04278970610628
curenje nosa,2021,40,114.80874067306227
curenje nosa,2021,41,142.29815745393634
curenje nosa,2021,42,93.78742195827623
curenje nosa,2021,43,66.29800517740216
curenje nosa,2021,44,119.65981422262828
curenje nosa,2021,45,84.0852748591442
curenje nosa,2021,46,98.63849550784224
curenje nosa,2021,47,58.21288259479214
curenje nosa,2021,48,93.78742195827623
curenje nosa,2021,49,0.0
curenje nosa,2021,50,108.34064260697426
curenje nosa,2021,51,143.91518197045835
curenje nosa,2021,52,98.63849550784224
curenje nosa,2022,1,95.40444647479822
curenje nosa,2022,2,63.06395614435815
curenje nosa,2022,3,61.44693162783614
curenje nosa,2022,4,84.0852748591442
curenje nosa,2022,5,58.21288259479214
curenje nosa,2022,6,43.659661946094104
curenje nosa,2022,7,43.659661946094104
curenje nosa,2022,8,58.21288259479214
curenje nosa,2022,9,38.808588396528094
curenje nosa,2022,10,87.31932389218821
curenje nosa,2022,11,97.02147099132023
curenje nosa,2022,12,101.87254454088624
curenje nosa,2022,13,71.14907872696817
curenje nosa,2022,14,56.59585807827013
curenje nosa,2022,15,0.0
curenje nosa,2022,16,54.97883356174813
curenje nosa,2022,17,69.53205421044616
curenje nosa,2022,18,51.74478452870412
curenje nosa,2022,19,51.74478452870412
curenje nosa,2022,20,54.97883356174813
curenje nosa,2022,21,0.0
curenje nosa,2022,22,0.0
curenje nosa,2022,23,0.0
curenje nosa,2022,24,43.659661946094104
curenje nosa,2022,25,0.0
curenje nosa,2022,26,0.0
curenje nosa,2022,27,0.0
curenje nosa,2022,28,54.97883356174813
curenje nosa,2022,29,0.0
curenje nosa,2022,30,0.0
curenje nosa,2022,31,82.4682503426222
curenje nosa,2022,32,72.76610324349018
curenje nosa,2022,33,0.0
curenje nosa,2022,34,0.0
curenje nosa,2022,35,43.659661946094104
curenje nosa,2022,36,0.0
curenje nosa,2022,37,64.68098066088015
curenje nosa,2022,38,72.76610324349018
curenje nosa,2022,39,93.78742195827623
curenje nosa,2022,40,51.74478452870412
curenje nosa,2022,41,48.510735495660114
curenje nosa,2022,42,50.12776001218212
curenje nosa,2022,43,0.0
curenje nosa,2022,44,40.425612913050095
curenje nosa,2022,45,64.68098066088015
curenje nosa,2022,46,53.361809045226124
curenje nosa,2022,47,71.14907872696817
curenje nosa,2022,48,64.68098066088015
curenje nosa,2022,49,48.510735495660114
curenje nosa,2022,50,84.0852748591442
curenje nosa,2022,51,66.29800517740216
curenje nosa,2022,52,84.0852748591442
curenje nosa,2023,1,71.14907872696817
curenje nosa,2023,2,93.78742195827623
curenje nosa,2023,3,0.0
curenje nosa,2023,4,53.361809045226124
curenje nosa,2023,5,42.0426374295721
curenje nosa,2023,6,76.00015227653418
curenje nosa,2023,7,72.76610324349018
curenje nosa,2023,8,0.0
curenje nosa,2023,9,92.17039744175422
curenje nosa,2023,10,58.21288259479214
curenje nosa,2023,11,56.59585807827013
curenje nosa,2023,12,0.0
curenje nosa,2023,13,0.0
curenje nosa,2023,14,0.0
curenje nosa,2023,15,51.74478452870412
curenje nosa,2023,16,53.361809045226124
curenje nosa,2023,17,59.82990711131414
curenje nosa,2023,18,48.510735495660114
curenje nosa,2023,19,0.0
curenje nosa,2023,20,0.0
curenje nosa,2023,21,54.97883356174813
curenje nosa,2023,22,58.21288259479214
curenje nosa,2023,23,0.0
curenje nosa,2023,24,46.89371097913811
curenje nosa,2023,25,0.0
curenje nosa,2023,26,40.425612913050095
curenje nosa,2023,27,0.0
curenje nosa,2023,28,0.0
curenje nosa,2023,29,59.33236110623046
curenje nosa,2023,30,0.0
curenje nosa,2023,31,48.97274250038069
curenje nosa,2023,32,41.43847442339905
curenje nosa,2023,33,0.0
curenje nosa,2023,34,79.10981480830728
curenje nosa,2023,35,0.0
curenje nosa,2023,36,0.0
curenje nosa,2023,37,40.49669091377634
curenje nosa,2023,38,42.38025793302175
curenje nosa,2023,39,50.8563095196261
curenje nosa,2023,40,81.93516533717539
curenje nosa,2023,41,0.0
curenje nosa,2023,42,39.55490740415364
curenje nosa,2023,43,60.27414461585316
curenje nosa,2023,44,0.0
curenje nosa,2023,45,0.0
curenje nosa,2023,46,0.0
curenje nosa,2023,47,81.93516533717539
curenje nosa,2023,48,40.49669091377634
curenje nosa,2023,49,71.57554673132563
curenje nosa,2023,50,67.8084126928348
curenje nosa,2023,51,46.147391971512576
curenje nosa,2023,52,88.52764990453433
curenje nosa,2024,1,77.22624778906186
curenje nosa,2024,2,52.73987653887151
curenje nosa,2024,3,50.8563095196261
curenje nosa,2024,4,48.03095899075799
curenje nosa,2024,5,68.75019620245752
curenje nosa,2024,6,0.0
curenje nosa,2024,7,0.0
curenje nosa,2024,8,0.0
curenje nosa,2024,9,0.0
curenje nosa,2024,10,0.0
curenje nosa,2024,11,0.0
curenje nosa,2024,12,85.70229937566621
curenje nosa,2024,13,49.9145260100034
curenje nosa,2024,14,0.0
curenje nosa,2024,15,0.0
curenje nosa,2024,16,0.0
curenje nosa,2024,17,0.0
curenje nosa,2024,18,0.0
curenje nosa,2024,19,0.0
curenje nosa,2024,20,0.0
curenje nosa,2024,21,0.0
curenje nosa,2024,22,0.0
curenje nosa,2024,23,0.0
curenje nosa,2024,24,0.0
curenje nosa,2024,25,0.0
curenje nosa,2024,26,0.0
curenje nosa,2024,27,0.0
curenje nosa,2024,28,0.0
curenje nosa,2024,29,0.0
curenje nosa,2024,30,0.0
curenje nosa,2024,31,0.0
curenje nosa,2024,32,49.9145260100034
curenje nosa,2024,33,0.0
curenje nosa,2024,34,0.0
curenje nosa,2024,35,0.0
curenje nosa,2024,36,0.0
curenje nosa,2024,37,80.05159831792997
curenje nosa,2024,38,68.75019620245752
curenje nosa,2024,39,0.0
curenje nosa,2024,40,0.0
curenje nosa,2024,41,0.0
curenje nosa,2024,42,54.623443558116925
curenje nosa,2024,43,0.0
curenje nosa,2024,44,0.0
curenje nosa,2024,45,69.69197971208021
curenje nosa,2024,46,0.0
curenje nosa,2024,47,0.0
curenje nosa,2024,48,0.0
curenje nosa,2024,49,0.0
curenje nosa,2024,50,0.0
curenje nosa,2024,51,73.45911375057103
curenje nosa,2024,52,63.099495144721274
curenje nosa,2025,1,0.0
curenje nosa,2025,2,0.0
curenje nosa,2025,3,0.0
curenje nosa,2025,4,58.39057759660775
curenje nosa,2025,5,0.0
curenje nosa,2025,6,0.0
curenje nosa,2025,7,55.565227067739634
curenje nosa,2025,8,0.0
curenje nosa,2025,9,0.0
curenje nosa,2025,10,0.0
curenje nosa,2025,11,65.92484567358939
curenje nosa,2025,12,0.0
curenje nosa,2025,13,0.0
curenje nosa,2025,14,0.0
curenje nosa,2025,15,0.0
curenje nosa,2025,16,0.0
curenje nosa,2025,17,81.93516533717539
curenje nosa,2025,18,0.0
curenje nosa,2025,19,60.27414461585316
curenje nosa,2025,20,0.0
curenje nosa,2025,21,0.0
curenje nosa,2025,22,0.0
curenje nosa,2025,23,0.0
curenje nosa,2025,24,0.0
curenje nosa,2025,25,0.0
curenje nosa,2025,26,0.0
curenje nosa,2025,27,0.0
curenje nosa,2025,28,0.0
curenje nosa,2025,29,0.0
curenje nosa,2025,30,0.0
curenje nosa,2025,31,0.0
curenje nosa,2025,32,0.0
curenje nosa,2025,33,0.0
curenje nosa,2025,34,0.0
curenje nosa,2025,35,0.0
curenje nosa,2025,36,0.0
curenje nosa,2025,37,0.0
curenje nosa,2025,38,0.0
curenje nosa,2025,39,0.0
curenje nosa,2025,40,0.0
curenje nosa,2025,41,0.0
curenje nosa,2025,42,0.0
curenje nosa,2025,43,0.0
curenje nosa,2025,44,0.0
curenje nosa,2025,45,0.0
curenje nosa,2025,46,0.0
curenje nosa,2025,47,0.0
curenje nosa,2025,48,56.50701057736234
curenje nosa,2025,49,0.0
curenje nosa,2025,50,0.0
curenje nosa,2025,51,0.0
curenje nosa,2025,52,0.0
curenje nosa,2026,1,62.56133313922259
curenje nosa,2026,2,0.0
curenje nosa,2026,3,0.0
curenje nosa,2026,4,0.0
curenje nosa,2026,5,0.0
curenje nosa,2026,6,51.125390522375454
curenje nosa,2026,7,0.0
curenje nosa,2026,8,67.27025068733612
curenje nosa,2026,9,0.0
curenje nosa,2026,10,65.25214316671604
curenje nosa,2026,11,0.0
curenje nosa,2026,12,0.0
curenje nosa,2026,13,0.0
curenje nosa,2026,14,49.10728300175537
curenje nosa,2026,15,0.0
curenje nosa,2026,16,0.0
curenje nosa,2026,17,0.0
curenje nosa,2026,18,0.0
curenje nosa,2026,19,0.0
curenje nosa,2026,20,0.0
curenje nosa,2026,21,0.0
curenje nosa,2026,22,0.0
curenje nosa,2026,23,0.0
curenje nosa,2026,24,0.0
curenje nosa,2026,25,0.0
curenje nosa,2026,26,0.0
curenje nosa,2026,27,0.0
curenje nosa,2026,28,0.0
curenje nosa,2026,29,0.0
curenje nosa,2026,30,14.126752644340584
curenje nosa,2026,31,21.52648021994756
grip,2013,1,19.0
grip,2013,2,29.0
grip,2013,3,17.0
grip,2013,4,22.0
grip,2013,5,31.0
grip,2013,6,40.0
grip,2013,7,36.0
grip,2013,8,28.0
grip,2013,9,28.0
grip,2013,10,25.0
grip,2013,11,20.0
grip,2013,12,17.0
grip,2013,13,17.0
grip,2013,14,15.0
grip,2013,15,18.0
grip,2013,16,18.0
grip,2013,17,13.0
grip,2013,18,13.0
grip,2013,19,6.0
grip,2013,20,13.0
grip,2013,21,12.0
grip,2013,22,14.0
grip,2013,23,15.0
grip,2013,24,8.0
grip,2013,25,10.0
grip,2013,26,9.0
grip,2013,27,8.0
grip,2013,28,9.0
grip,2013,29,8.0
grip,2013,30,8.0
grip,2013,31,11.0
grip,2013,32,13.0
grip,2013,33,11.0
grip,2013,34,11.0
grip,2013,35,8.0
grip,2013,36,16.0
grip,2013,37,16.0
grip,2013,38,14.0
grip,2013,39,14.0
grip,2013,40,16.0
grip,2013,41,17.0
grip,2013,42,16.0
grip,2013,43,16.0
grip,2013,44,19.0
grip,2013,45,11.0
grip,2013,46,14.0
grip,2013,47,10.0
grip,2013,48,16.0
grip,2013,49,11.0
grip,2013,50,18.0
grip,2013,51,17.0
grip,2013,52,17.0
grip,2014,1,19.0
grip,2014,2,21.0
grip,2014,3,20.0
grip,2014,4,16.0
grip,2014,5,15.0
grip,2014,6,19.0
grip,2014,7,33.0
grip,2014,8,22.0
grip,2014,9,23.0
grip,2014,10,19.0
grip,2014,11,19.0
grip,2014,12,22.0
grip,2014,13,15.0
grip,2014,14,12.0
grip,2014,15,16.0
grip,2014,16,13.0
grip,2014,17,10.0
grip,2014,18,13.0
grip,2014,19,13.0
grip,2014,20,9.0
grip,2014,21,15.0
grip,2014,22,14.0
grip,2014,23,12.0
grip,2014,24,11.0
grip,2014,25,9.0
grip,2014,26,12.0
grip,2014,27,12.0
grip,2014,28,9.0
grip,2014,29,7.0
grip,2014,30,14.0
grip,2014,31,13.0
grip,2014,32,14.0
grip,2014,33,12.0
grip,2014,34,12.0
grip,2014,35,16.0
grip,2014,36,13.0
grip,2014,37,15.0
grip,2014,38,11.0
grip,2014,39,19.0
grip,2014,40,19.0
grip,2014,41,14.0
grip,2014,42,20.0
grip,2014,43,13.0
grip,2014,44,21.0
grip,2014,45,16.0
grip,2014,46,15.0
grip,2014,47,17.0
grip,2014,48,12.0
grip,2014,49,18.0
grip,2014,50,13.0
grip,2014,51,15.0
grip,2014,52,18.0
grip,2015,1,17.0
grip,2015,2,20.0
grip,2015,3,26.0
grip,2015,4,23.0
grip,2015,5,22.0
grip,2015,6,25.0
grip,2015,7,29.0
grip,2015,8,36.0
grip,2015,9,100.0
grip,2015,10,99.0
grip,2015,11,42.0
grip,2015,12,39.0
grip,2015,13,30.0
grip,2015,14,20.0
grip,2015,15,15.0
grip,2015,16,16.0
grip,2015,17,17.0
grip,2015,18,12.0
grip,2015,19,14.0
grip,2015,20,11.0
grip,2015,21,8.0
grip,2015,22,11.0
grip,2015,23,11.0
grip,2015,24,13.0
grip,2015,25,12.0
grip,2015,26,11.0
grip,2015,27,10.0
grip,2015,28,12.0
grip,2015,29,7.0
grip,2015,30,12.0
grip,2015,31,14.0
grip,2015,32,12.0
grip,2015,33,15.0
grip,2015,34,10.0
grip,2015,35,10.0
grip,2015,36,12.0
grip,2015,37,12.0
grip,2015,38,14.0
grip,2015,39,14.0
grip,2015,40,18.0
grip,2015,41,19.0
grip,2015,42,21.0
grip,2015,43,17.0
grip,2015,44,21.0
grip,2015,45,15.0
grip,2015,46,13.0
grip,2015,47,16.0
grip,2015,48,11.0
grip,2015,49,14.0
grip,2015,50,17.0
grip,2015,51,16.0
grip,2015,52,17.0
grip,2015,53,22.655826558265584
grip,2016,1,18.53658536585366
grip,2016,2,18.53658536585366
grip,2016,3,16.476964769647697
grip,2016,4,20.59620596205962
grip,2016,5,21.626016260162604
grip,2016,6,24.715447154471548
grip,2016,7,21.626016260162604
grip,2016,8,18.53658536585366
grip,2016,9,24.715447154471548
grip,2016,10,20.59620596205962
grip,2016,11,27.804878048780488
grip,2016,12,29.86449864498645
grip,2016,13,22.655826558265584
grip,2016,14,15.447154471544716
grip,2016,15,9.26829268292683
grip,2016,16,17.506775067750677
grip,2016,17,7.208672086720868
grip,2016,18,9.26829268292683
grip,2016,19,13.387533875338754
grip,2016,20,9.26829268292683
grip,2016,21,10.29810298102981
grip,2016,22,12.357723577235774
grip,2016,23,9.26829268292683
grip,2016,24,8.238482384823849
grip,2016,25,8.238482384823849
grip,2016,26,18.53658536585366
grip,2016,27,17.506775067750677
grip,2016,28,10.29810298102981
grip,2016,29,10.29810298102981
grip,2016,30,12.357723577235774
grip,2016,31,9.26829268292683
grip,2016,32,11.327913279132792
grip,2016,33,9.26829268292683
grip,2016,34,17.506775067750677
grip,2016,35,10.29810298102981
grip,2016,36,11.327913279132792
grip,2016,37,13.387533875338754
grip,2016,38,13.387533875338754
grip,2016,39,13.387533875338754
grip,2016,40,20.59620596205962
grip,2016,41,16.476964769647697
grip,2016,42,14.417344173441736
grip,2016,43,22.655826558265584
grip,2016,44,17.506775067750677
grip,2016,45,24.715447154471548
grip,2016,46,19.56639566395664
grip,2016,47,18.53658536585366
grip,2016,48,29.86449864498645
grip,2016,49,29.86449864498645
grip,2016,50,48.40108401084011
grip,2016,51,71.0569105691057
grip,2016,52,102.98102981029811
grip,2017,1,61.78861788617886
grip,2017,2,29.86449864498645
grip,2017,3,28.83468834688347
grip,2017,4,28.83468834688347
grip,2017,5,20.59620596205962
grip,2017,6,17.506775067750677
grip,2017,7,15.447154471544716
grip,2017,8,18.53658536585366
grip,2017,9,13.387533875338754
grip,2017,10,14.417344173441736
grip,2017,11,16.476964769647697
grip,2017,12,17.506775067750677
grip,2017,13,17.506775067750677
grip,2017,14,12.357723577235774
grip,2017,15,14.417344173441736
grip,2017,16,18.53658536585366
grip,2017,17,15.447154471544716
grip,2017,18,15.447154471544716
grip,2017,19,9.26829268292683
grip,2017,20,10.29810298102981
grip,2017,21,14.417344173441736
grip,2017,22,12.357723577235774
grip,2017,23,11.327913279132792
grip,2017,24,11.327913279132792
grip,2017,25,9.26829268292683
grip,2017,26,11.327913279132792
grip,2017,27,8.238482384823849
grip,2017,28,9.26829268292683
grip,2017,29,11.327913279132792
grip,2017,30,9.26829268292683
grip,2017,31,8.238482384823849
grip,2017,32,15.447154471544716
grip,2017,33,13.387533875338754
grip,2017,34,11.327913279132792
grip,2017,35,13.387533875338754
grip,2017,36,17.506775067750677
grip,2017,37,14.417344173441736
grip,2017,38,16.476964769647697
grip,2017,39,12.357723577235774
grip,2017,40,17.506775067750677
grip,2017,41,21.626016260162604
grip,2017,42,14.417344173441736
grip,2017,43,20.59620596205962
grip,2017,44,18.53658536585366
grip,2017,45,16.476964769647697
grip,2017,46,17.506775067750677
grip,2017,47,18.53658536585366
grip,2017,48,19.56639566395664
grip,2017,49,15.447154471544716
grip,2017,50,15.447154471544716
grip,2017,51,14.417344173441736
grip,2017,52,20.59620596205962
grip,2018,1,18.53658536585366
grip,2018,2,28.83468834688347
grip,2018,3,30.89430894308943
grip,2018,4,43.25203252032521
grip,2018,5,48.40108401084011
grip,2018,6,37.07317073170732
grip,2018,7,31.924119241192415
grip,2018,8,25.745257452574528
grip,2018,9,24.715447154471548
grip,2018,10,24.715447154471548
grip,2018,11,17.506775067750677
grip,2018,12,16.476964769647697
grip,2018,13,15.447154471544716
grip,2018,14,14.417344173441736
grip,2018,15,11.327913279132792
grip,2018,16,11.327913279132792
grip,2018,17,14.417344173441736
grip,2018,18,15.447154471544716
grip,2018,19,14.417344173441736
grip,2018,20,15.447154471544716
grip,2018,21,13.387533875338754
grip,2018,22,15.447154471544716
grip,2018,23,7.208672086720868
grip,2018,24,8.238482384823849
grip,2018,25,10.29810298102981
grip,2018,26,11.327913279132792
grip,2018,27,14.582113821138215
grip,2018,28,12.151761517615178
grip,2018,29,12.151761517615178
grip,2018,30,12.151761517615178
grip,2018,31,14.582113821138215
grip,2018,32,12.151761517615178
grip,2018,33,14.582113821138215
grip,2018,34,9.721409214092143
grip,2018,35,12.151761517615178
grip,2018,36,14.582113821138215
grip,2018,37,17.01246612466125
grip,2018,38,21.873170731707322
grip,2018,39,17.01246612466125
grip,2018,40,12.151761517615178
grip,2018,41,21.873170731707322
grip,2018,42,21.873170731707322
grip,2018,43,17.01246612466125
grip,2018,44,17.01246612466125
grip,2018,45,17.01246612466125
grip,2018,46,17.01246612466125
grip,2018,47,17.01246612466125
grip,2018,48,17.01246612466125
grip,2018,49,14.582113821138215
grip,2018,50,19.442818428184285
grip,2018,51,21.873170731707322
grip,2018,52,21.873170731707322
grip,2019,1,29.16422764227643
grip,2019,2,29.16422764227643
grip,2019,3,41.31598915989161
grip,2019,4,48.60704607046071
grip,2019,5,165.26395663956643
grip,2019,6,243.03523035230356
grip,2019,7,116.65691056910572
grip,2019,8,72.91056910569107
grip,2019,9,34.0249322493225
grip,2019,10,26.733875338753393
grip,2019,11,14.582113821138215
grip,2019,12,19.442818428184285
grip,2019,13,12.151761517615178
grip,2019,14,14.582113821138215
grip,2019,15,12.151761517615178
grip,2019,16,14.582113821138215
grip,2019,17,12.151761517615178
grip,2019,18,9.721409214092143
grip,2019,19,9.721409214092143
grip,2019,20,12.151761517615178
grip,2019,21,9.721409214092143
grip,2019,22,9.721409214092143
grip,2019,23,12.151761517615178
grip,2019,24,9.721409214092143
grip,2019,25,12.151761517615178
grip,2019,26,9.721409214092143
grip,2019,27,0.0
grip,2019,28,12.151761517615178
grip,2019,29,9.721409214092143
grip,2019,30,9.721409214092143
grip,2019,31,17.01246612466125
grip,2019,32,12.151761517615178
grip,2019,33,9.721409214092143
grip,2019,34,12.151761517615178
grip,2019,35,12.151761517615178
grip,2019,36,14.582113821138215
grip,2019,37,14.582113821138215
grip,2019,38,17.01246612466125
grip,2019,39,14.582113821138215
grip,2019,40,19.442818428184285
grip,2019,41,26.733875338753393
grip,2019,42,24.303523035230356
grip,2019,43,17.01246612466125
grip,2019,44,17.01246612466125
grip,2019,45,17.01246612466125
grip,2019,46,19.442818428184285
grip,2019,47,12.151761517615178
grip,2019,48,14.582113821138215
grip,2019,49,19.442818428184285
grip,2019,50,19.442818428184285
grip,2019,51,17.01246612466125
grip,2019,52,14.582113821138215
grip,2020,1,21.873170731707322
grip,2020,2,29.16422764227643
grip,2020,3,36.455284552845534
grip,2020,4,82.63197831978322
grip,2020,5,60.75880758807589
grip,2020,6,68.049864498645
grip,2020,7,29.16422764227643
grip,2020,8,38.88563685636857
grip,2020,9,31.594579945799463
grip,2020,10,109.36585365853661
grip,2020,11,116.65691056910572
grip,2020,12,89.92303523035233
grip,2020,13,70.48021680216803
grip,2020,14,48.60704607046071
grip,2020,15,43.746341463414645
grip,2020,16,36.455284552845534
grip,2020,17,26.733875338753393
grip,2020,18,21.873170731707322
grip,2020,19,17.01246612466125
grip,2020,20,12.151761517615178
grip,2020,21,12.151761517615178
grip,2020,22,14.582113821138215
grip,2020,23,12.151761517615178
grip,2020,24,17.01246612466125
grip,2020,25,19.442818428184285
grip,2020,26,26.733875338753393
grip,2020,27,24.303523035230356
grip,2020,28,21.873170731707322
grip,2020,29,21.873170731707322
grip,2020,30,17.01246612466125
grip,2020,31,14.582113821138215
grip,2020,32,14.582113821138215
grip,2020,33,14.582113821138215
grip,2020,34,14.582113821138215
grip,2020,35,14.582113821138215
grip,2020,36,17.01246612466125
grip,2020,37,17.01246612466125
grip,2020,38,14.582113821138215
grip,2020,39,29.16422764227643
grip,2020,40,26.733875338753393
grip,2020,41,29.16422764227643
grip,2020,42,41.31598915989161
grip,2020,43,29.16422764227643
grip,2020,44,26.733875338753393
grip,2020,45,26.733875338753393
grip,2020,46,31.594579945799463
grip,2020,47,31.594579945799463
grip,2020,48,29.16422764227643
grip,2020,49,26.733875338753393
grip,2020,50,17.01246612466125
grip,2020,51,21.873170731707322
grip,2020,52,14.582113821138215
grip,2020,53,18.230917683839916
grip,2021,1,19.473934798647186
grip,2021,2,19.473934798647186
grip,2021,3,22.788647104799896
grip,2021,4,16.15922249249447
grip,2021,5,16.573561530763563
grip,2021,6,14.501866339418116
grip,2021,7,16.98790056903265
grip,2021,8,17.81657864557083
grip,2021,9,16.98790056903265
grip,2021,10,21.959969028261717
grip,2021,11,22.37430806653081
grip,2021,12,16.573561530763563
grip,2021,13,16.98790056903265
grip,2021,14,16.573561530763563
grip,2021,15,16.15922249249447
grip,2021,16,12.43017114807267
grip,2021,17,13.258849224610849
grip,2021,18,13.258849224610849
grip,2021,19,10.772814994996315
grip,2021,20,8.701119803650869
grip,2021,21,18.230917683839916
grip,2021,22,12.84451018634176
grip,2021,23,10.358475956727226
grip,2021,24,9.115458841919958
grip,2021,25,7.872441727112691
grip,2021,26,10.772814994996315
grip,2021,27,14.501866339418116
grip,2021,28,13.673188262879938
grip,2021,29,13.673188262879938
grip,2021,30,10.772814994996315
grip,2021,31,14.501866339418116
grip,2021,32,15.330544415956293
grip,2021,33,14.916205377687206
grip,2021,34,14.916205377687206
grip,2021,35,13.673188262879938
grip,2021,36,33.147123061527125
grip,2021,37,27.760715564028963
grip,2021,38,29.41807171710532
grip,2021,39,18.645256722109007
grip,2021,40,32.31844498498894
grip,2021,41,27.760715564028963
grip,2021,42,27.760715564028963
grip,2021,43,29.41807171710532
grip,2021,44,20.71695191345445
grip,2021,45,21.54562998999263
grip,2021,46,14.501866339418116
grip,2021,47,16.15922249249447
grip,2021,48,13.673188262879938
grip,2021,49,17.402239607301738
grip,2021,50,15.744883454225382
grip,2021,51,16.98790056903265
grip,2021,52,32.31844498498894
grip,2022,1,27.346376525759876
grip,2022,2,25.68902037268352
grip,2022,3,21.959969028261717
grip,2022,4,19.888273836916273
grip,2022,5,18.230917683839916
grip,2022,6,19.059595760378095
grip,2022,7,11.187154033265404
grip,2022,8,17.402239607301738
grip,2022,9,17.81657864557083
grip,2022,10,15.330544415956293
grip,2022,11,19.059595760378095
grip,2022,12,19.059595760378095
grip,2022,13,22.37430806653081
