keyword,ISO_YEAR,ISO_WEEK,trend_value,date,INF_ALL,ILI_ACTIVITY
lek za grip,2024,35,0.0,2024-08-26,0.0,1.0
lek za grip,2024,36,0.0,2024-09-02,0.0,1.0
lek za grip,2024,37,0.0,2024-09-09,0.0,1.0
lek za grip,2024,38,0.0,2024-09-16,0.0,1.0
lek za grip,2024,39,0.0,2024-09-23,0.0,1.0
lek za grip,2024,40,0.0,2024-09-30,0.0,1.0
lek za grip,2024,41,0.0,2024-10-07,1.0,1.0
lek za grip,2024,42,0.0,2024-10-14,0.0,1.0
lek za grip,2024,43,0.0,2024-10-21,0.0,1.0
lek za grip,2024,44,0.0,2024-10-28,0.0,1.0
lek za grip,2024,45,0.0,2024-11-04,0.0,1.0
lek za grip,2024,46,0.0,2024-11-11,0.0,1.0
lek za grip,2024,47,0.0,2024-11-18,0.0,1.0
lek za grip,2024,48,0.0,2024-11-25,0.0,1.0
lek za grip,2024,49,0.0,2024-12-02,2.0,1.0
lek za grip,2024,50,0.0,2024-12-09,13.0,1.0
lek za grip,2024,51,0.0,2024-12-16,3.0,1.0
lek za grip,2024,52,0.0,2024-12-23,27.0,1.0
prehlada,2012,52,63.0,2012-12-24,0.0,2.0
prehlada,2013,1,63.0,2012-12-31,0.0,2.0
prehlada,2013,2,60.0,2013-01-07,3.0,3.0
prehlada,2013,3,37.0,2013-01-14,16.0,3.0
prehlada,2013,4,36.0,2013-01-21,14.0,3.0
prehlada,2013,5,61.0,2013-01-28,23.0,5.0
prehlada,2013,6,63.0,2013-02-04,30.0,6.0
prehlada,2013,7,54.0,2013-02-11,66.0,6.0
prehlada,2013,8,48.0,2013-02-18,41.0,6.0
prehlada,2013,9,41.0,2013-02-25,29.0,6.0
prehlada,2013,10,33.0,2013-03-04,25.0,6.0
prehlada,2013,11,45.0,2013-03-11,10.0,5.0
prehlada,2013,12,55.0,2013-03-18,7.0,5.0
prehlada,2013,13,32.0,2013-03-25,3.0,1.0
prehlada,2013,14,45.0,2013-04-01,3.0,3.0
prehlada,2013,15,30.0,2013-04-08,1.0,3.0
prehlada,2013,16,0.0,2013-04-15,3.0,3.0
prehlada,2013,17,0.0,2013-04-22,0.0,2.0
prehlada,2013,18,0.0,2013-04-29,0.0,2.0
prehlada,2013,19,0.0,2013-05-06,0.0,2.0
prehlada,2013,20,33.0,2013-05-13,0.0,2.0
prehlada,2013,21,34.0,2013-05-20,,
prehlada,2013,22,31.0,2013-05-27,,
prehlada,2013,23,0.0,2013-06-03,,
prehlada,2013,24,25.0,2013-06-10,,
prehlada,2013,25,26.0,2013-06-17,,
prehlada,2013,26,24.0,2013-06-24,,
prehlada,2013,27,0.0,2013-07-01,,
prehlada,2013,28,25.0,2013-07-08,,
prehlada,2013,29,0.0,2013-07-15,,
prehlada,2013,30,0.0,2013-07-22,,
prehlada,2013,31,0.0,2013-07-29,,
prehlada,2013,32,0.0,2013-08-05,,
prehlada,2013,33,33.0,2013-08-12,,
prehlada,2013,34,0.0,2013-08-19,,
prehlada,2013,35,45.0,2013-08-26,,
prehlada,2013,36,53.0,2013-09-02,,
prehlada,2013,37,53.0,2013-09-09,,
prehlada,2013,38,80.0,2013-09-16,,
prehlada,2013,39,74.0,2013-09-23,,
prehlada,2013,40,78.0,2013-09-30,,
prehlada,2013,41,49.0,2013-10-07,0.0,1.0
prehlada,2013,42,24.0,2013-10-14,0.0,1.0
prehlada,2013,43,32.0,2013-10-21,0.0,1.0
prehlada,2013,44,48.0,2013-10-28,0.0,1.0
prehlada,2013,45,46.0,2013-11-04,0.0,1.0
prehlada,2013,46,69.0,2013-11-11,0.0,1.0
prehlada,2013,47,54.0,2013-11-18,0.0,1.0
prehlada,2013,48,58.0,2013-11-25,0.0,1.0
prehlada,2013,49,61.0,2013-12-02,0.0,1.0
prehlada,2013,50,70.0,2013-12-09,0.0,1.0
prehlada,2013,51,53.0,2013-12-16,0.0,1.0
prehlada,2013,52,45.0,2013-12-23,0.0,1.0
prehlada,2014,1,58.0,2013-12-30,0.0,1.0
prehlada,2014,2,49.0,2014-01-06,1.0,1.0
prehlada,2014,3,36.0,2014-01-13,2.0,1.0
prehlada,2014,4,53.0,2014-01-20,3.0,1.0
prehlada,2014,5,53.0,2014-01-27,2.0,1.0
prehlada,2014,6,71.0,2014-02-03,3.0,1.0
prehlada,2014,7,47.0,2014-02-10,20.0,1.0
prehlada,2014,8,49.0,2014-02-17,6.0,1.0
prehlada,2014,9,45.0,2014-02-24,15.0,1.0
prehlada,2014,10,53.0,2014-03-03,12.0,1.0
prehlada,2014,11,55.0,2014-03-10,15.0,1.0
prehlada,2014,12,47.0,2014-03-17,16.0,1.0
prehlada,2014,13,34.0,2014-03-24,20.0,1.0
prehlada,2014,14,37.0,2014-03-31,9.0,1.0
prehlada,2014,15,24.0,2014-04-07,5.0,1.0
prehlada,2014,16,40.0,2014-04-14,3.0,1.0
prehlada,2014,17,46.0,2014-04-21,1.0,1.0
prehlada,2014,18,51.0,2014-04-28,0.0,1.0
prehlada,2014,19,34.0,2014-05-05,1.0,1.0
prehlada,2014,20,40.0,2014-05-12,0.0,1.0
prehlada,2014,21,28.0,2014-05-19,,
prehlada,2014,22,37.0,2014-05-26,,
prehlada,2014,23,22.0,2014-06-02,,
prehlada,2014,24,33.0,2014-06-09,,
prehlada,2014,25,48.0,2014-06-16,,
prehlada,2014,26,0.0,2014-06-23,,
prehlada,2014,27,0.0,2014-06-30,,
prehlada,2014,28,0.0,2014-07-07,,
prehlada,2014,29,0.0,2014-07-14,,
prehlada,2014,30,28.0,2014-07-21,,
prehlada,2014,31,25.0,2014-07-28,,
prehlada,2014,32,0.0,2014-08-04,,
prehlada,2014,33,44.0,2014-08-11,,
prehlada,2014,34,0.0,2014-08-18,,
prehlada,2014,35,45.0,2014-08-25,,
prehlada,2014,36,53.0,2014-09-01,,
prehlada,2014,37,58.0,2014-09-08,,
prehlada,2014,38,73.0,2014-09-15,,
prehlada,2014,39,80.0,2014-09-22,1.0,1.0
prehlada,2014,40,76.0,2014-09-29,1.0,1.0
prehlada,2014,41,58.0,2014-10-06,0.0,1.0
prehlada,2014,42,57.0,2014-10-13,0.0,1.0
prehlada,2014,43,71.0,2014-10-20,0.0,1.0
prehlada,2014,44,50.0,2014-10-27,0.0,1.0
prehlada,2014,45,49.0,2014-11-03,0.0,1.0
prehlada,2014,46,58.0,2014-11-10,0.0,1.0
prehlada,2014,47,43.0,2014-11-17,0.0,1.0
prehlada,2014,48,45.0,2014-11-24,0.0,1.0
prehlada,2014,49,57.0,2014-12-01,0.0,1.0
prehlada,2014,50,62.0,2014-12-08,0.0,1.0
prehlada,2014,51,58.0,2014-12-15,0.0,1.0
prehlada,2014,52,81.0,2014-12-22,0.0,1.0
prehlada,2015,1,100.0,2014-12-29,0.0,1.0
prehlada,2015,2,53.0,2015-01-05,0.0,1.0
prehlada,2015,3,49.0,2015-01-12,2.0,1.0
prehlada,2015,4,44.0,2015-01-19,11.0,1.0
prehlada,2015,5,57.0,2015-01-26,22.0,1.0
prehlada,2015,6,72.0,2015-02-02,26.0,1.0
prehlada,2015,7,76.0,2015-02-09,51.0,1.0
prehlada,2015,8,66.0,2015-02-16,28.0,1.0
prehlada,2015,9,67.0,2015-02-23,67.0,1.0
prehlada,2015,10,46.0,2015-03-02,40.0,1.0
prehlada,2015,11,51.0,2015-03-09,58.0,1.0
prehlada,2015,12,49.0,2015-03-16,38.0,1.0
prehlada,2015,13,55.0,2015-03-23,30.0,1.0
prehlada,2015,14,44.0,2015-03-30,23.0,1.0
prehlada,2015,15,45.0,2015-04-06,13.0,1.0
prehlada,2015,16,55.0,2015-04-13,11.0,1.0
prehlada,2015,17,43.0,2015-04-20,5.0,1.0
prehlada,2015,18,42.0,2015-04-27,2.0,1.0
prehlada,2015,19,25.0,2015-05-04,1.0,1.0
prehlada,2015,20,41.0,2015-05-11,0.0,1.0
prehlada,2015,21,46.0,2015-05-18,,
prehlada,2015,22,33.0,2015-05-25,,
prehlada,2015,23,0.0,2015-06-01,,
prehlada,2015,24,37.0,2015-06-08,,
prehlada,2015,25,34.0,2015-06-15,,
prehlada,2015,26,31.0,2015-06-22,,
prehlada,2015,27,22.0,2015-06-29,,
prehlada,2015,28,33.0,2015-07-06,,
prehlada,2015,29,50.0,2015-07-13,,
prehlada,2015,30,31.0,2015-07-20,,
prehlada,2015,31,23.0,2015-07-27,,
prehlada,2015,32,28.0,2015-08-03,,
prehlada,2015,33,39.0,2015-08-10,,
prehlada,2015,34,33.0,2015-08-17,,
prehlada,2015,35,29.0,2015-08-24,,
prehlada,2015,36,59.0,2015-08-31,,
prehlada,2015,37,47.0,2015-09-07,,
prehlada,2015,38,74.0,2015-09-14,,
prehlada,2015,39,77.0,2015-09-21,,
prehlada,2015,40,69.0,2015-09-28,,
prehlada,2015,41,95.0,2015-10-05,,
prehlada,2015,42,47.0,2015-10-12,,
prehlada,2015,43,50.0,2015-10-19,,
prehlada,2015,44,66.0,2015-10-26,,
prehlada,2015,45,56.0,2015-11-02,0.0,1.0
prehlada,2015,46,35.0,2015-11-09,0.0,1.0
prehlada,2015,47,62.0,2015-11-16,0.0,1.0
prehlada,2015,48,63.0,2015-11-23,0.0,1.0
prehlada,2015,49,65.0,2015-11-30,0.0,1.0
prehlada,2015,50,73.0,2015-12-07,0.0,1.0
prehlada,2015,51,56.0,2015-12-14,0.0,1.0
prehlada,2015,52,58.0,2015-12-21,0.0,1.0
prehlada,2015,53,88.79533678756478,2015-12-28,0.0,1.0
prehlada,2016,1,54.46113989637307,2016-01-04,3.0,1.0
prehlada,2016,2,71.03626943005183,2016-01-11,6.0,1.0
prehlada,2016,3,67.48445595854923,2016-01-18,16.0,1.0
prehlada,2016,4,58.01295336787566,2016-01-25,14.0,1.0
prehlada,2016,5,76.95595854922281,2016-02-01,26.0,1.0
prehlada,2016,6,58.01295336787566,2016-02-08,36.0,1.0
prehlada,2016,7,43.80569948186529,2016-02-15,14.0,1.0
prehlada,2016,8,50.90932642487048,2016-02-22,33.0,1.0
prehlada,2016,9,53.27720207253887,2016-02-29,44.0,1.0
prehlada,2016,10,62.74870466321244,2016-03-07,50.0,1.0
prehlada,2016,11,50.90932642487048,2016-03-14,35.0,1.0
prehlada,2016,12,73.40414507772022,2016-03-21,54.0,1.0
prehlada,2016,13,53.27720207253887,2016-03-28,57.0,1.0
prehlada,2016,14,41.4378238341969,2016-04-04,39.0,1.0
prehlada,2016,15,50.90932642487048,2016-04-11,26.0,1.0
prehlada,2016,16,34.334196891191716,2016-04-18,2.0,1.0
prehlada,2016,17,0.0,2016-04-25,2.0,1.0
prehlada,2016,18,31.96632124352332,2016-05-02,4.0,1.0
prehlada,2016,19,46.17357512953369,2016-05-09,0.0,1.0
prehlada,2016,20,0.0,2016-05-16,0.0,1.0
prehlada,2016,21,28.41450777202073,2016-05-23,,
prehlada,2016,22,35.518134715025916,2016-05-30,,
prehlada,2016,23,31.96632124352332,2016-06-06,,
prehlada,2016,24,30.78238341968913,2016-06-13,,
prehlada,2016,25,21.31088082901555,2016-06-20,,
prehlada,2016,26,33.15025906735752,2016-06-27,,
prehlada,2016,27,0.0,2016-07-04,,
prehlada,2016,28,0.0,2016-07-11,,
prehlada,2016,29,23.678756476683944,2016-07-18,,
prehlada,2016,30,35.518134715025916,2016-07-25,,
prehlada,2016,31,42.6217616580311,2016-08-01,,
prehlada,2016,32,37.88601036269431,2016-08-08,,
prehlada,2016,33,43.80569948186529,2016-08-15,,
prehlada,2016,34,39.06994818652851,2016-08-22,,
prehlada,2016,35,55.64507772020726,2016-08-29,,
prehlada,2016,36,55.64507772020726,2016-09-05,,
prehlada,2016,37,65.11658031088083,2016-09-12,,
prehlada,2016,38,73.40414507772022,2016-09-19,,
prehlada,2016,39,84.059585492228,2016-09-26,,
prehlada,2016,40,98.26683937823836,2016-10-03,,
prehlada,2016,41,107.73834196891194,2016-10-10,0.0,1.0
prehlada,2016,42,76.95595854922281,2016-10-17,0.0,1.0
prehlada,2016,43,74.58808290155442,2016-10-24,0.0,1.0
prehlada,2016,44,44.98963730569949,2016-10-31,0.0,1.0
prehlada,2016,45,61.56476683937825,2016-11-07,0.0,1.0
prehlada,2016,46,54.46113989637307,2016-11-14,0.0,1.0
prehlada,2016,47,68.66839378238343,2016-11-21,0.0,1.0
prehlada,2016,48,74.58808290155442,2016-11-28,0.0,1.0
prehlada,2016,49,76.95595854922281,2016-12-05,9.0,1.0
prehlada,2016,50,98.26683937823836,2016-12-12,84.0,1.0
prehlada,2016,51,118.3937823834197,2016-12-19,109.0,1.0
prehlada,2016,52,105.37046632124354,2016-12-26,162.0,1.0
prehlada,2017,1,92.34715025906738,2017-01-02,77.0,1.0
prehlada,2017,2,47.35751295336789,2017-01-09,0.0,1.0
prehlada,2017,3,49.72538860103628,2017-01-16,0.0,1.0
prehlada,2017,4,80.5077720207254,2017-01-23,0.0,1.0
prehlada,2017,5,58.01295336787566,2017-01-30,0.0,1.0
prehlada,2017,6,65.11658031088083,2017-02-06,0.0,1.0
prehlada,2017,7,50.90932642487048,2017-02-13,5.0,1.0
prehlada,2017,8,46.17357512953369,2017-02-20,11.0,1.0
prehlada,2017,9,37.88601036269431,2017-02-27,4.0,1.0
prehlada,2017,10,75.77202072538861,2017-03-06,2.0,1.0
prehlada,2017,11,31.96632124352332,2017-03-13,0.0,1.0
prehlada,2017,12,40.2538860103627,2017-03-20,0.0,1.0
prehlada,2017,13,44.98963730569949,2017-03-27,0.0,1.0
prehlada,2017,14,44.98963730569949,2017-04-03,0.0,1.0
prehlada,2017,15,60.38082901554405,2017-04-10,0.0,1.0
prehlada,2017,16,46.17357512953369,2017-04-17,0.0,1.0
prehlada,2017,17,52.09326424870467,2017-04-24,0.0,1.0
prehlada,2017,18,33.15025906735752,2017-05-01,0.0,1.0
prehlada,2017,19,39.06994818652851,2017-05-08,0.0,1.0
prehlada,2017,20,62.74870466321244,2017-05-15,0.0,1.0
prehlada,2017,21,0.0,2017-05-22,,
prehlada,2017,22,34.334196891191716,2017-05-29,,
prehlada,2017,23,23.678756476683944,2017-06-05,,
prehlada,2017,24,29.59844559585493,2017-06-12,,
prehlada,2017,25,24.86269430051814,2017-06-19,,
prehlada,2017,26,23.678756476683944,2017-06-26,,
prehlada,2017,27,36.70207253886011,2017-07-03,,
prehlada,2017,28,37.88601036269431,2017-07-10,,
prehlada,2017,29,29.59844559585493,2017-07-17,,
prehlada,2017,30,0.0,2017-07-24,,
prehlada,2017,31,53.27720207253887,2017-07-31,,
prehlada,2017,32,44.98963730569949,2017-08-07,,
prehlada,2017,33,28.41450777202073,2017-08-14,,
prehlada,2017,34,33.15025906735752,2017-08-21,,
prehlada,2017,35,58.01295336787566,2017-08-28,,
prehlada,2017,36,55.64507772020726,2017-09-04,,
prehlada,2017,37,35.518134715025916,2017-09-11,,
prehlada,2017,38,110.10621761658032,2017-09-18,,
prehlada,2017,39,93.53108808290158,2017-09-25,,
prehlada,2017,40,94.71502590673578,2017-10-02,0.0,1.0
prehlada,2017,41,71.03626943005183,2017-10-09,0.0,1.0
prehlada,2017,42,68.66839378238343,2017-10-16,0.0,1.0
prehlada,2017,43,60.38082901554405,2017-10-23,0.0,1.0
prehlada,2017,44,58.01295336787566,2017-10-30,0.0,2.0
prehlada,2017,45,52.09326424870467,2017-11-06,0.0,2.0
prehlada,2017,46,49.72538860103628,2017-11-13,0.0,3.0
prehlada,2017,47,67.48445595854923,2017-11-20,0.0,3.0
prehlada,2017,48,59.19689119170985,2017-11-27,0.0,3.0
prehlada,2017,49,46.17357512953369,2017-12-04,0.0,3.0
prehlada,2017,50,59.19689119170985,2017-12-11,6.0,3.0
prehlada,2017,51,68.66839378238343,2017-12-18,19.0,3.0
prehlada,2017,52,82.8756476683938,2017-12-25,26.0,3.0
prehlada,2018,1,71.03626943005183,2018-01-01,22.0,3.0
prehlada,2018,2,74.58808290155442,2018-01-08,37.0,3.0
prehlada,2018,3,69.85233160621763,2018-01-15,88.0,3.0
prehlada,2018,4,112.47409326424872,2018-01-22,103.0,4.0
prehlada,2018,5,80.5077720207254,2018-01-29,124.0,5.0
prehlada,2018,6,81.6917098445596,2018-02-05,121.0,5.0
prehlada,2018,7,87.61139896373058,2018-02-12,66.0,5.0
prehlada,2018,8,86.4274611398964,2018-02-19,77.0,4.0
prehlada,2018,9,42.6217616580311,2018-02-26,59.0,4.0
prehlada,2018,10,44.98963730569949,2018-03-05,29.0,4.0
prehlada,2018,11,59.19689119170985,2018-03-12,20.0,4.0
prehlada,2018,12,37.88601036269431,2018-03-19,14.0,3.0
prehlada,2018,13,63.93264248704664,2018-03-26,30.0,3.0
prehlada,2018,14,36.70207253886011,2018-04-02,21.0,3.0
prehlada,2018,15,30.78238341968913,2018-04-09,16.0,3.0
prehlada,2018,16,23.678756476683944,2018-04-16,1.0,3.0
prehlada,2018,17,27.230569948186535,2018-04-23,0.0,2.0
prehlada,2018,18,46.17357512953369,2018-04-30,0.0,2.0
prehlada,2018,19,36.70207253886011,2018-05-07,0.0,1.0
prehlada,2018,20,30.78238341968913,2018-05-14,0.0,1.0
prehlada,2018,21,27.230569948186535,2018-05-21,0.0,1.0
prehlada,2018,22,31.96632124352332,2018-05-28,0.0,1.0
prehlada,2018,23,24.86269430051814,2018-06-04,0.0,1.0
prehlada,2018,24,26.046632124352335,2018-06-11,0.0,1.0
prehlada,2018,25,48.54145077720208,2018-06-18,0.0,1.0
prehlada,2018,26,39.06994818652851,2018-06-25,0.0,1.0
prehlada,2018,27,35.860657607455934,2018-07-02,0.0,1.0
prehlada,2018,28,28.016138755824947,2018-07-09,0.0,1.0
prehlada,2018,29,31.37807540652394,2018-07-16,0.0,1.0
prehlada,2018,30,32.49872095675694,2018-07-23,0.0,1.0
prehlada,2018,31,48.187758660018915,2018-07-30,0.0,1.0
prehlada,2018,32,31.37807540652394,2018-08-06,0.0,1.0
prehlada,2018,33,41.46388535862092,2018-08-13,0.0,1.0
prehlada,2018,34,47.067113109785915,2018-08-20,0.0,1.0
prehlada,2018,35,31.37807540652394,2018-08-27,0.0,1.0
prehlada,2018,36,78.44518851630986,2018-09-03,0.0,1.0
prehlada,2018,37,60.51485971258189,2018-09-10,0.0,1.0
prehlada,2018,38,93.01358066933884,2018-09-17,0.0,1.0
prehlada,2018,39,97.49616287027082,2018-09-24,0.0,1.0
prehlada,2018,40,68.35937856421288,2018-10-01,0.0,1.0
prehlada,2018,41,77.32454296607686,2018-10-08,0.0,1.0
prehlada,2018,42,62.75615081304788,2018-10-15,0.0,1.0
prehlada,2018,43,44.82582200931992,2018-10-22,0.0,1.0
prehlada,2018,44,62.75615081304788,2018-10-29,0.0,1.0
prehlada,2018,45,64.99744191351388,2018-11-05,0.0,1.0
prehlada,2018,46,57.152923061882895,2018-11-12,0.0,1.0
prehlada,2018,47,77.32454296607686,2018-11-19,0.0,1.0
prehlada,2018,48,64.99744191351388,2018-11-26,0.0,1.0
prehlada,2018,49,70.60066966467888,2018-12-03,0.0,1.0
prehlada,2018,50,75.08325186561086,2018-12-10,0.0,1.0
prehlada,2018,51,61.63550526281489,2018-12-17,0.0,1.0
prehlada,2018,52,62.75615081304788,2018-12-24,3.0,1.0
prehlada,2019,1,87.41035291817384,2018-12-31,11.0,2.0
prehlada,2019,2,72.84196076514486,2019-01-07,16.0,2.0
prehlada,2019,3,77.32454296607686,2019-01-14,42.0,2.0
prehlada,2019,4,85.16906181770784,2019-01-21,99.0,2.0
prehlada,2019,5,89.65164401863984,2019-01-28,273.0,4.0
prehlada,2019,6,73.96260631537787,2019-02-04,388.0,4.0
prehlada,2019,7,60.51485971258189,2019-02-11,309.0,4.0
prehlada,2019,8,59.39421416234889,2019-02-18,307.0,4.0
prehlada,2019,9,36.981303157688934,2019-02-25,138.0,3.0
prehlada,2019,10,54.9116319614169,2019-03-04,100.0,3.0
prehlada,2019,11,40.34323980838793,2019-03-11,50.0,3.0
prehlada,2019,12,45.946467559552914,2019-03-18,25.0,2.0
prehlada,2019,13,38.10194870792193,2019-03-25,40.0,2.0
prehlada,2019,14,44.82582200931992,2019-04-01,17.0,2.0
prehlada,2019,15,34.740012057222934,2019-04-08,14.0,2.0
prehlada,2019,16,40.34323980838793,2019-04-15,5.0,2.0
prehlada,2019,17,44.82582200931992,2019-04-22,9.0,2.0
prehlada,2019,18,56.032277511649895,2019-04-29,0.0,2.0
prehlada,2019,19,49.30840421025191,2019-05-06,0.0,2.0
prehlada,2019,20,38.10194870792193,2019-05-13,0.0,2.0
prehlada,2019,21,0.0,2019-05-20,0.0,1.0
prehlada,2019,22,38.10194870792193,2019-05-27,0.0,1.0
prehlada,2019,23,0.0,2019-06-03,0.0,1.0
prehlada,2019,24,41.46388535862092,2019-06-10,0.0,1.0
prehlada,2019,25,31.37807540652394,2019-06-17,0.0,1.0
prehlada,2019,26,24.65420210512595,2019-06-24,0.0,1.0
prehlada,2019,27,32.49872095675694,2019-07-01,0.0,1.0
prehlada,2019,28,30.257429856290944,2019-07-08,0.0,1.0
prehlada,2019,29,0.0,2019-07-15,0.0,1.0
prehlada,2019,30,0.0,2019-07-22,0.0,1.0
prehlada,2019,31,32.49872095675694,2019-07-29,0.0,1.0
prehlada,2019,32,33.61936650698994,2019-08-05,0.0,1.0
prehlada,2019,33,30.257429856290944,2019-08-12,0.0,1.0
prehlada,2019,34,34.740012057222934,2019-08-19,0.0,1.0
prehlada,2019,35,33.61936650698994,2019-08-26,0.0,1.0
prehlada,2019,36,49.30840421025191,2019-09-02,0.0,1.0
prehlada,2019,37,78.44518851630986,2019-09-09,0.0,1.0
prehlada,2019,38,80.68647961677586,2019-09-16,0.0,1.0
prehlada,2019,39,64.99744191351388,2019-09-23,0.0,1.0
prehlada,2019,40,77.32454296607686,2019-09-30,0.0,1.0
prehlada,2019,41,52.6703408609509,2019-10-07,0.0,1.0
prehlada,2019,42,81.80712516700885,2019-10-14,0.0,1.0
prehlada,2019,43,54.9116319614169,2019-10-21,0.0,1.0
prehlada,2019,44,52.6703408609509,2019-10-28,0.0,1.0
prehlada,2019,45,59.39421416234889,2019-11-04,0.0,1.0
prehlada,2019,46,59.39421416234889,2019-11-11,0.0,1.0
prehlada,2019,47,57.152923061882895,2019-11-18,0.0,1.0
prehlada,2019,48,75.08325186561086,2019-11-25,0.0,1.0
prehlada,2019,49,71.72131521491187,2019-12-02,6.0,2.0
prehlada,2019,50,60.51485971258189,2019-12-09,9.0,2.0
prehlada,2019,51,68.35937856421288,2019-12-16,10.0,3.0
prehlada,2019,52,62.75615081304788,2019-12-23,8.0,3.0
prehlada,2020,1,85.16906181770784,2019-12-30,10.0,3.0
prehlada,2020,2,85.16906181770784,2020-01-06,24.0,3.0
prehlada,2020,3,71.72131521491187,2020-01-13,60.0,3.0
prehlada,2020,4,78.44518851630986,2020-01-20,179.0,3.0
prehlada,2020,5,88.53099846840684,2020-01-27,235.0,3.0
prehlada,2020,6,80.68647961677586,2020-02-03,290.0,5.0
prehlada,2020,7,54.9116319614169,2020-02-10,191.0,5.0
prehlada,2020,8,49.30840421025191,2020-02-17,83.0,4.0
prehlada,2020,9,45.946467559552914,2020-02-24,93.0,3.0
prehlada,2020,10,81.80712516700885,2020-03-02,34.0,3.0
prehlada,2020,11,68.35937856421288,2020-03-09,37.0,3.0
prehlada,2020,12,61.63550526281489,2020-03-16,6.0,2.0
prehlada,2020,13,52.6703408609509,2020-03-23,0.0,2.0
prehlada,2020,14,35.860657607455934,2020-03-30,0.0,1.0
prehlada,2020,15,36.981303157688934,2020-04-06,0.0,1.0
prehlada,2020,16,24.65420210512595,2020-04-13,0.0,1.0
prehlada,2020,17,0.0,2020-04-20,0.0,1.0
prehlada,2020,18,20.171619904193964,2020-04-27,0.0,1.0
prehlada,2020,19,0.0,2020-05-04,0.0,1.0
prehlada,2020,20,0.0,2020-05-11,0.0,1.0
prehlada,2020,21,16.80968325349497,2020-05-18,0.0,1.0
prehlada,2020,22,15.68903770326197,2020-05-25,0.0,1.0
prehlada,2020,23,19.050974353960964,2020-06-01,0.0,1.0
prehlada,2020,24,23.533556554892957,2020-06-08,0.0,1.0
prehlada,2020,25,52.6703408609509,2020-06-15,0.0,1.0
prehlada,2020,26,59.39421416234889,2020-06-22,0.0,1.0
prehlada,2020,27,41.46388535862092,2020-06-29,0.0,1.0
prehlada,2020,28,63.87679636328088,2020-07-06,0.0,1.0
prehlada,2020,29,40.34323980838793,2020-07-13,0.0,1.0
prehlada,2020,30,34.740012057222934,2020-07-20,0.0,1.0
prehlada,2020,31,21.29226545442696,2020-07-27,0.0,1.0
prehlada,2020,32,28.016138755824947,2020-08-03,0.0,1.0
prehlada,2020,33,30.257429856290944,2020-08-10,0.0,1.0
prehlada,2020,34,31.37807540652394,2020-08-17,0.0,1.0
prehlada,2020,35,22.41291100465996,2020-08-24,0.0,1.0
prehlada,2020,36,48.187758660018915,2020-08-31,0.0,1.0
prehlada,2020,37,66.11808746374687,2020-09-07,0.0,1.0
prehlada,2020,38,54.9116319614169,2020-09-14,0.0,1.0
prehlada,2020,39,61.63550526281489,2020-09-21,0.0,1.0
prehlada,2020,40,22.41291100465996,2020-09-28,0.0,1.0
prehlada,2020,41,58.273568612115895,2020-10-05,0.0,1.0
prehlada,2020,42,59.39421416234889,2020-10-12,0.0,1.0
prehlada,2020,43,64.99744191351388,2020-10-19,0.0,1.0
prehlada,2020,44,78.44518851630986,2020-10-26,0.0,2.0
prehlada,2020,45,90.77228956887284,2020-11-02,0.0,2.0
prehlada,2020,46,88.53099846840684,2020-11-09,0.0,2.0
prehlada,2020,47,80.68647961677586,2020-11-16,0.0,2.0
prehlada,2020,48,75.08325186561086,2020-11-23,0.0,1.0
prehlada,2020,49,52.6703408609509,2020-11-30,0.0,1.0
prehlada,2020,50,49.30840421025191,2020-12-07,0.0,1.0
prehlada,2020,51,50.42904976048491,2020-12-14,0.0,1.0
prehlada,2020,52,44.82582200931992,2020-12-21,0.0,1.0
prehlada,2020,53,47.42158056280656,2020-12-28,0.0,1.0
prehlada,2021,1,39.982901258836904,2021-01-04,0.0,1.0
prehlada,2021,2,32.54422195486725,2021-01-11,0.0,1.0
prehlada,2021,3,53.000590040783806,2021-01-18,0.0,1.0
prehlada,2021,4,35.33372669385587,2021-01-25,0.0,1.0
prehlada,2021,5,60.43926934475346,2021-02-01,0.0,1.0
prehlada,2021,6,66.01827882273071,2021-02-08,0.0,1.0
prehlada,2021,7,47.42158056280656,2021-02-15,0.0,1.0
prehlada,2021,8,58.57959951876105,2021-02-22,0.0,1.0
prehlada,2021,9,72.52712321370416,2021-03-01,0.0,1.0
prehlada,2021,10,58.57959951876105,2021-03-08,,
prehlada,2021,11,48.35141547580277,2021-03-15,,
prehlada,2021,12,31.61438704187104,2021-03-22,,
prehlada,2021,13,47.42158056280656,2021-03-29,,
prehlada,2021,14,35.33372669385587,2021-04-05,,
prehlada,2021,15,46.491745649810355,2021-04-12,,
prehlada,2021,16,45.56191073681415,2021-04-19,,
prehlada,2021,17,44.63207582381794,2021-04-26,,
prehlada,2021,18,24.175707737901384,2021-05-03,,
prehlada,2021,19,36.26356160685208,2021-05-10,,
prehlada,2021,20,46.491745649810355,2021-05-17,,
prehlada,2021,21,26.0353775638938,2021-05-24,,
prehlada,2021,22,32.54422195486725,2021-05-31,,
prehlada,2021,23,21.386202998912765,2021-06-07,,
prehlada,2021,24,26.96521247689001,2021-06-14,,
prehlada,2021,25,33.47405686786345,2021-06-21,,
prehlada,2021,26,47.42158056280656,2021-06-28,,
prehlada,2021,27,37.193396519848285,2021-07-05,,
prehlada,2021,28,56.71992969276864,2021-07-12,,
prehlada,2021,29,53.000590040783806,2021-07-19,,
prehlada,2021,30,58.57959951876105,2021-07-26,,
